file_name,year,doi,dominant_topic,dominant_topic_prob
Assari-2020-10.3390_brainsci10120956.txt,2020,10.3390/brainsci10120956,2,0.26091814
Assari-2020-10.3390_children7050049.txt,2020,10.3390/children7050049,2,0.40301642
Assari-2020-10.3390_children7060057.txt,2020,10.3390/children7060057,12,0.3905333
Assari-2020-10.3390_children7070075.txt,2020,10.3390/children7070075,4,0.25674683
Assari-2020-10.3390_children7080080.txt,2020,10.3390/children7080080,2,0.3296653
Assari-2020-10.3390_ejihpe10020048.txt,2020,10.3390/ejihpe10020048,2,0.29231948
Assari-2020-10.3390_info11110538.txt,2020,10.3390/info11110538,12,0.3013598
Assari-2020-10.3390_neurosci1020006.txt,2020,10.3390/neurosci1020006,12,0.2616355
Assari-2020-10.3390_pediatric12030028.txt,2020,10.3390/pediatric12030028,2,0.3437847
Assari-2020-10.3390_reprodmed1020008.txt,2020,10.3390/reprodmed1020008,12,0.3225265
Assari-2020-10.3390_sexes1010002.txt,2020,10.3390/sexes1010002,2,0.29779166
Assari-2020-10.34172_ijtmgh.2020.27.txt,2020,10.34172/ijtmgh.2020.27,8,0.4032916
Assari-2021-10.3390_adolescents1020007.txt,2021,10.3390/adolescents1020007,5,0.22352727
Assari-2021-10.3390_brainsci11030401.txt,2021,10.3390/brainsci11030401,12,0.31851795
Assari-2021-10.3390_children8050411.txt,2021,10.3390/children8050411,7,0.4207845
Assari-2021-10.3390_children8050412.txt,2021,10.3390/children8050412,2,0.32153475
Assari-2021-10.3390_children8060437.txt,2021,10.3390/children8060437,4,0.31582704
Assari-2021-10.3390_ijerph18105399.txt,2021,10.3390/ijerph18105399,2,0.41160178
Assari-2021-10.3390_neurolint13010009.txt,2021,10.3390/neurolint13010009,8,0.22491969
Assari-2021-10.3390_urbansci5020046.txt,2021,10.3390/urbansci5020046,12,0.52491236
Assari-2021-10.34172_ijer.2021.04.txt,2021,10.34172/ijer.2021.04,12,0.2846896
Assari-2021-10.34172_ijer.2021.06.txt,2021,10.34172/ijer.2021.06,8,0.4114202
Assari-2021-10.34172_ijtmgh.2021.06.txt,2021,10.34172/ijtmgh.2021.06,8,0.6721261
Assari-2022-10.34172_ijer.2022.10.txt,2022,10.34172/ijer.2022.10,3,0.37672454
Assari-2024-10.1007_s40615-024-02035-8.txt,2024,10.1007/s40615-024-02035-8,12,0.32929635
Baboli-2022-10.3390_brainsci13010046.txt,2022,10.3390/brainsci13010046,5,0.36429277
Baboli-2024-10.1016_j.cortex.2024.06.019.txt,2024,10.1016/j.cortex.2024.06.019,7,0.47048724
Baboli-2025-10.3390_biomedicines13030676.txt,2025,10.3390/biomedicines13030676,5,0.6157503
Bagot-2022-10.1016_j.dcn.2022.101150.txt,2022,10.1016/j.dcn.2022.101150,14,0.7150573
Baker-2023-10.1111_jcpp.13726.txt,2023,10.1111/jcpp.13726,0,0.38230228
Balachandrasekar-2022-10.1109_tmi.2021.3107829.txt,2022,10.1109/tmi.2021.3107829,6,0.9737927
Baldwin-2023-10.1038_s41562-022-01482-9.txt,2023,10.1038/s41562-022-01482-9,0,0.54616654
Baranger-2022-10.1001_jamapediatrics.2022.3191.txt,2022,10.1001/jamapediatrics.2022.3191,2,0.4420427
Baranger-2024-10.1038_s44220-024-00281-7.txt,2024,10.1038/s44220-024-00281-7,5,0.25065395
Barch-2021-10.1016_j.dcn.2021.101031.txt,2021,10.1016/j.dcn.2021.101031,0,0.31641042
Barendse-2024-10.1016_j.dcn.2024.101358.txt,2024,10.1016/j.dcn.2024.101358,11,0.51225144
Barnhart-2022-10.1007_s10964-022-01671-9.txt,2022,10.1007/s10964-022-01671-9,0,0.51112694
Baron-2024-10.1002_mhs2.73.txt,2024,10.1002/mhs2.73,3,0.44946715
Barton-2024-10.1007_s10964-023-01911-6.txt,2024,10.1007/s10964-023-01911-6,12,0.458103
Barzilay-2022-10.3389_fpsyt.2022.941772.txt,2022,10.3389/fpsyt.2022.941772,10,0.4034308
Baskin-Sommers-2021-10.1073_pnas.2109860118.txt,2021,10.1073/pnas.2109860118,8,0.24256867
Beck-2023-10.1016_j.dcn.2023.101261.txt,2023,10.1016/j.dcn.2023.101261,13,0.5693305
Beck-2024-10.1016_j.biopsych.2024.07.019.txt,2024,10.1016/j.biopsych.2024.07.019,12,0.3152832
Benitez-Aurioles-2024-10.1002_mp.17563.txt,2024,10.1002/mp.17563,6,0.615527
Bernanke-2022-10.1016_s2215-0366(21)00505-8.txt,2022,10.1016/s2215-0366(21)00505-8,0,0.31178072
Bethlehem-2022-10.1038_s41586-022-04554-y.txt,2022,10.1038/s41586-022-04554-y,6,0.5083498
Betts-2023-10.1001_jamapediatrics.2023.2823.txt,2023,10.1001/jamapediatrics.2023.2823,2,0.40843758
Betz-2024-10.1017_s0033291724000229.txt,2024,10.1017/s0033291724000229,15,0.2380071
Beyer-2024-10.1007_s00127-024-02614-4.txt,2024,10.1007/s00127-024-02614-4,12,0.65220815
Bhatia-2023-10.1016_j.drugalcdep.2023.110892.txt,2023,10.1016/j.drugalcdep.2023.110892,4,0.20897008
Bi-2023-10.1016_j.jneumeth.2022.109744.txt,2023,10.1016/j.jneumeth.2022.109744,6,0.51060635
Bissett-2021-10.7554_eLife.60185.txt,2021,10.7554/eLife.60185,11,0.6327085
Blashill-2019-10.1016_j.jad.2018.12.040.txt,2019,10.1016/j.jad.2018.12.040,8,0.50552666
Blashill-2021-10.1037_ccp0000624.txt,2021,10.1037/ccp0000624,4,0.42554972
Blok-2023-10.1016_j.jaac.2023.03.024.txt,2023,10.1016/j.jaac.2023.03.024,0,0.30638516
Blok-2023-10.1017_s0954579422000165.txt,2023,10.1017/s0954579422000165,0,0.4409672
Bohon-2021-10.1016_j.jpsychires.2021.02.038.txt,2021,10.1016/j.jpsychires.2021.02.038,7,0.3810634
Bolhuis-2022-10.1002_jcv2.12113.txt,2022,10.1002/jcv2.12113,10,0.5244095
Borodovsky-2024-10.1016_j.jadohealth.2024.06.0.txt,2024,10.1016/j.jadohealth.2024.06.0,14,0.52071875
Boswell-2024-10.1002_eat.24211.txt,2024,10.1002/eat.24211,8,0.31352568
Botdorf-2022-10.1016_j.dcn.2022.101138.txt,2022,10.1016/j.dcn.2022.101138,7,0.49346113
Bottenhorn-2023-10.1016_j.neuroimage.2023.1202.txt,2023,10.1016/j.neuroimage.2023.1202,13,0.30757335
Bottenhorn-2024-10.1001_jamanetworkopen.2024.1.txt,2024,10.1001/jamanetworkopen.2024.1,2,0.33887386
Bottenhorn-2024-10.1016_j.envint.2024.108769.txt,2024,10.1016/j.envint.2024.108769,3,0.25372064
Bounoua-2023-10.1371_journal.pone.0291868.txt,2023,10.1371/journal.pone.0291868,2,0.2476198
Bravo-2024-10.1542_peds.2023-062566.txt,2024,10.1542/peds.2023-062566,4,0.30505437
Brennan-2021-10.1093_cercor_bhab037.txt,2021,10.1093/cercor/bhab037,7,0.53376365
Breslin-2024-10.1016_j.jadohealth.2024.04.003.txt,2024,10.1016/j.jadohealth.2024.04.003,7,0.34125772
Breslin-2025-10.1186_s12874-025-02521-5.txt,2025,10.1186/s12874-025-02521-5,12,0.45846412
Brieant-2021-10.1016_j.dcn.2021.101022.txt,2021,10.1016/j.dcn.2021.101022,7,0.40157393
Brieant-2023-10.1016_j.dcn.2023.101256.txt,2023,10.1016/j.dcn.2023.101256,12,0.3591108
Brieant-2025-10.1007_s10578-024-01804-0.txt,2025,10.1007/s10578-024-01804-0,0,0.48369327
Brieant-2025-10.1111_camh.12764.txt,2025,10.1111/camh.12764,12,0.66850287
Briker-2024-10.1016_j.jaacop.2024.09.009.txt,2024,10.1016/j.jaacop.2024.09.009,6,0.29578716
Brislin-2021-10.3389_fpsyt.2021.701199.txt,2021,10.3389/fpsyt.2021.701199,15,0.45080802
Brislin-2022-10.1017_s0033291720005103.txt,2022,10.1017/s0033291720005103,0,0.51891917
Brislin-2024-10.1016_j.jaac.2024.01.018.txt,2024,10.1016/j.jaac.2024.01.018,12,0.37400478
Brislin-2024-10.1177_10731911231164627.txt,2024,10.1177/10731911231164627,15,0.3957362
Bristol-2024-10.3389_fpsyt.2024.1250351.txt,2024,10.3389/fpsyt.2024.1250351,4,0.58209836
Brooks-2021-10.1093_cercor_bhab126.txt,2021,10.1093/cercor/bhab126,7,0.45375046
Brooks-2022-10.1038_s41598-022-22299-6.txt,2022,10.1038/s41598-022-22299-6,7,0.34698585
Brooks-2022-10.1093_texcom_tgab062.txt,2022,10.1093/texcom/tgab062,7,0.42627493
Brooks-2023-10.1038_s41366-023-01303-7.txt,2023,10.1038/s41366-023-01303-7,7,0.4003472
Brooks-2024-10.1002_hbm.26669.txt,2024,10.1002/hbm.26669,6,0.6514139
Brouwer-2022-10.1038_s41593-022-01042-4.txt,2022,10.1038/s41593-022-01042-4,10,0.7761239
Burke-2023-10.1542_peds.2023-063918.txt,2023,10.1542/peds.2023-063918,4,0.3831104
Burnor-2021-10.1001_jamanetworkopen.2021.38300.txt,2021,10.1001/jamanetworkopen.2021.38300,5,0.37541285
Burstein-2023-10.1038_s41588-023-01464-1.txt,2023,10.1038/s41588-023-01464-1,10,0.6012032
Busch-2024-10.1016_j.bpsc.2024.07.001.txt,2024,10.1016/j.bpsc.2024.07.001,6,0.2924209
Busch-2024-10.1523_jneurosci.0735-23.2023.txt,2024,10.1523/jneurosci.0735-23.2023,6,0.5584819
Bustamante-2022-10.1007_s10519-021-10092-6.txt,2022,10.1007/s10519-021-10092-6,10,0.2911197
Byington-2023-10.1016_j.dcn.2023.101231.txt,2023,10.1016/j.dcn.2023.101231,6,0.5940844
Byrd-2021-10.1016_j.nicl.2021.102810.txt,2021,10.1016/j.nicl.2021.102810,11,0.380576
Cai-2021-10.1016_j.jad.2021.03.031.txt,2021,10.1016/j.jad.2021.03.031,7,0.5343884
Cai-2024-10.1016_j.dcn.2024.101380.txt,2024,10.1016/j.dcn.2024.101380,12,0.40063992
Calzo-2018-10.1001_jamapediatrics.2018.2496.txt,2018,10.1001/jamapediatrics.2018.2496,2,0.5811775
Campbell-2024-10.1016_j.envres.2023.117390.txt,2024,10.1016/j.envres.2023.117390,0,0.34458736
Cao-2023-10.1038_s41380-022-01855-6.txt,2023,10.1038/s41380-022-01855-6,10,0.461568
Capizzi-2024-10.1016_j.jpsychires.2024.05.034.txt,2024,10.1016/j.jpsychires.2024.05.034,14,0.35270292
Cardenas-Inigue-2022-10.1016_j.bpsc.2020.11.00.txt,2022,10.1016/j.bpsc.2020.11.00,5,0.31658664
Carozza-2025-10.1073_pnas.2409985122.txt,2025,10.1073/pnas.2409985122,12,0.2839857
Carri¢n-Castill-2023-10.1038_s41562-023-01583-.txt,2023,10.1038/s41562-023-01583-,10,0.31932452
Casey-2018-10.1016_j.dcn.2018.03.001.txt,2018,10.1016/j.dcn.2018.03.001,11,0.42691046
Casten-2023-10.1016_j.nlm.2022.107698.txt,2023,10.1016/j.nlm.2022.107698,10,0.38514662
Cetin-Karayumak-2024-10.1038_s41597-024-03058-.txt,2024,10.1038/s41597-024-03058-,5,0.5322248
Chaarani-2021-10.1038_s41593-021-00867-9.txt,2021,10.1038/s41593-021-00867-9,11,0.52444917
Chaarani-2022-10.1001_jamanetworkopen.2022.357.txt,2022,10.1001/jamanetworkopen.2022.357,2,0.32304356
Chad-2024-10.1002_hbm.26758.txt,2024,10.1002/hbm.26758,7,0.43987924
Chaku-2022-10.1111_desc.13256.txt,2022,10.1111/desc.13256,15,0.42625734
Chan-2023-10.1016_j.bpsc.2022.02.004.txt,2023,10.1016/j.bpsc.2022.02.004,0,0.27381286
Chang-2023-10.1016_j.bpsgos.2022.11.003.txt,2023,10.1016/j.bpsgos.2022.11.003,7,0.47814772
Chang-2024-10.1038_s44220-024-00338-7.txt,2024,10.1038/s44220-024-00338-7,10,0.50632644
Chen-2022-10.1002_hbm.25810.txt,2022,10.1002/hbm.25810,7,0.32799852
Chen-2022-10.1038_s41467-022-29766-8.txt,2022,10.1038/s41467-022-29766-8,7,0.30277893
Chen-2022-10.3389_fnins.2022.1044680.txt,2022,10.3389/fnins.2022.1044680,6,0.51620114
Chen-2023-10.1016_j.dcn.2023.101218.txt,2023,10.1016/j.dcn.2023.101218,11,0.31353584
Chen-2023-10.1016_j.neuroimage.2023.120115.txt,2023,10.1016/j.neuroimage.2023.120115,6,0.79869574
Chen-2024-10.1038_s41562-023-01792-6.txt,2024,10.1038/s41562-023-01792-6,10,0.65267557
Chen-2024-10.1080_13811118.2024.2372616.txt,2024,10.1080/13811118.2024.2372616,0,0.35879114
Chen-2024-10.1093_biostatistics_kxae045.txt,2024,10.1093/biostatistics/kxae045,6,0.6909329
Chen-2025-10.1016_j.jaac.2025.04.005.txt,2025,10.1016/j.jaac.2025.04.005,8,0.34539485
Chen-2025-10.1016_j.jadohealth.2024.10.024.txt,2025,10.1016/j.jadohealth.2024.10.024,0,0.4094081
Chen-2025-10.3389_fgene.2025.1522729.txt,2025,10.3389/fgene.2025.1522729,6,0.5715647
Cheng-2021-10.1038_s41380-020-0663-2.txt,2021,10.1038/s41380-020-0663-2,14,0.41160327
Cheng-2022-10.1038_s41380-022-01751-z.txt,2022,10.1038/s41380-022-01751-z,10,0.8365551
Cheng-2023-10.1002_eat.24034.txt,2023,10.1002/eat.24034,3,0.4324452
Chiesa-2024-10.1093_brain_awae198.txt,2024,10.1093/brain/awae198,10,0.48011565
Choi-2022-10.1111_jcpp.13664.txt,2022,10.1111/jcpp.13664,0,0.3369826
Choi-2024-10.1016_j.acap.2024.07.006.txt,2024,10.1016/j.acap.2024.07.006,8,0.37510654
Chow-2024-10.1111_jcpp.14098.txt,2024,10.1111/jcpp.14098,0,0.6322265
Christensen-2021-10.1016_j.neuropharm.2021.108.txt,2021,10.1016/j.neuropharm.2021.108,1,0.36019796
Christensen-2024-10.1002_aur.3239.txt,2024,10.1002/aur.3239,7,0.34925237
Christopher-Hay-2024-10.1001_jamanetworkopen.2.txt,2024,10.1001/jamanetworkopen.2,3,0.45476773
Chu-2022-10.1186_s40337-022-00682-y.txt,2022,10.1186/s40337-022-00682-y,0,0.5292713
Chu-2023-10.1016_j.ypmed.2023.107452.txt,2023,10.1016/j.ypmed.2023.107452,14,0.52932274
Chu-2024-10.1007_s40519-024-01685-1.txt,2024,10.1007/s40519-024-01685-1,14,0.43980372
Chung-2024-10.15288_jsad.24-00201.txt,2024,10.15288/jsad.24-00201,4,0.354016
Cieslak-2021-10.1038_s41592-021-01185-5.txt,2021,10.1038/s41592-021-01185-5,6,0.7395669
Cioffredi-2022-10.1016_j.ntt.2022.107089.txt,2022,10.1016/j.ntt.2022.107089,1,0.41756538
Clark-2020-10.1016_j.annepidem.2020.03.009.txt,2020,10.1016/j.annepidem.2020.03.009,8,0.3307376
Clark-2021-10.1177_2167702620959317.txt,2021,10.1177/2167702620959317,0,0.50487465
Coccaro-2024-10.1038_s41598-024-58639-x.txt,2024,10.1038/s41598-024-58639-x,2,0.52911246
Cohen-2021-10.1002_ana.26015.txt,2021,10.1002/ana.26015,7,0.46485117
Colbert-2022-10.1007_s10519-022-10113-y.txt,2022,10.1007/s10519-022-10113-y,10,0.5857661
Conley-2020-10.1186_s13034-020-00335-5.txt,2020,10.1186/s13034-020-00335-5,0,0.34652525
Conley-2021-10.1002_dev.22071.txt,2021,10.1002/dev.22071,0,0.54673314
Conley-2023-10.1007_s10802-022-01003-2.txt,2023,10.1007/s10802-022-01003-2,15,0.3650562
Conley-2023-10.1017_s095457942100184x.txt,2023,10.1017/s095457942100184x,12,0.39783853
Conley-2024-10.1111_cdev.14138.txt,2024,10.1111/cdev.14138,15,0.47756565
Convertino-2022-10.1111_jcpp.13484.txt,2022,10.1111/jcpp.13484,0,0.5719717
Cook-2021-10.3389_fneur.2021.773927.txt,2021,10.3389/fneur.2021.773927,9,0.5114861
Cook-2022-10.1089_neu.2021.0019.txt,2022,10.1089/neu.2021.0019,9,0.45976505
Cooper-2023-10.1001_jamapsychiatry.2023.0379.txt,2023,10.1001/jamapsychiatry.2023.0379,14,0.46755007
Cordova-2022-10.1016_j.jaac.2022.03.030.txt,2022,10.1016/j.jaac.2022.03.030,0,0.40554073
Correa-2023-10.3389_fpsyt.2023.1251032.txt,2023,10.3389/fpsyt.2023.1251032,8,0.21472418
Cortez-2023-10.1016_j.pmedr.2023.102344.txt,2023,10.1016/j.pmedr.2023.102344,8,0.44589427
Cosgrove-2022-10.1007_s11682-022-00665-2.txt,2022,10.1007/s11682-022-00665-2,6,0.51336193
Cotter-2023-10.1016_j.envint.2023.108001.txt,2023,10.1016/j.envint.2023.108001,7,0.43875098
Cotter-2024-10.1016_j.bbih.2024.100799.txt,2024,10.1016/j.bbih.2024.100799,3,0.36540335
Cotter-2024-10.1038_s43856-024-00576-x.txt,2024,10.1038/s43856-024-00576-x,3,0.27212292
Crumly-Goodwin-2024-10.1177_02724316241307564.txt,2024,10.1177/02724316241307564,15,0.447858
Cserbik-2020-10.1016_j.envint.2020.105933.txt,2020,10.1016/j.envint.2020.105933,7,0.41385543
Cuevas-2023-10.1001_jamanetworkopen.2023.22839.txt,2023,10.1001/jamanetworkopen.2023.22839,8,0.347831
Cui-2023-10.1093_cercor_bhad267.txt,2023,10.1093/cercor/bhad267,7,0.26485366
Cui-2023-10.1109_tmi.2022.3218745.txt,2023,10.1109/tmi.2022.3218745,6,0.7934121
Cui-2024-10.1016_j.cortex.2024.09.013.txt,2024,10.1016/j.cortex.2024.09.013,12,0.35421428
Cullen-2023-10.1001_jamapsychiatry.2023.0716.txt,2023,10.1001/jamapsychiatry.2023.0716,2,0.7694016
Dagasso-2024-10.3389_fdata.2024.1429910.txt,2024,10.3389/fdata.2024.1429910,6,0.42357376
Dahl-2024-10.1016_j.dcn.2023.101339.txt,2024,10.1016/j.dcn.2023.101339,10,0.44231817
Dai-2022-10.1001_jamanetworkopen.2022.25991.txt,2022,10.1001/jamanetworkopen.2022.25991,7,0.29064056
Dai-2023-10.1016_j.jadohealth.2022.09.021.txt,2023,10.1016/j.jadohealth.2022.09.021,1,0.435213
Dai-2024-10.1093_biomtc_ujae064.txt,2024,10.1093/biomtc/ujae064,0,0.4609315
Dai-2024-10.1162_imag_a_00346.txt,2024,10.1162/imag/a/00346,10,0.4803403
Dall_Aglio-2022-10.7554_eLife.78002.txt,2022,10.7554/eLife.78002,6,0.24768132
Dall_Aglio-2023-10.1016_j.jaac.2023.04.019.txt,2023,10.1016/j.jaac.2023.04.019,0,0.34439912
Dall_Aglio-2025-10.1037_ccp0000912.txt,2025,10.1037/ccp0000912,0,0.27225935
Damme-2022-10.1016_j.bpsgos.2021.06.011.txt,2022,10.1016/j.bpsgos.2021.06.011,7,0.4230848
Damme-2022-10.1093_schbul_sbab133.txt,2022,10.1093/schbul/sbab133,7,0.41318753
Damme-2024-10.1016_j.psyneuen.2024.106961.txt,2024,10.1016/j.psyneuen.2024.106961,7,0.3875577
Damme-2024-10.1016_j.psyneuen.2024.107149.txt,2024,10.1016/j.psyneuen.2024.107149,0,0.32629198
Damme-2024-10.1038_s41398-024-02794-2.txt,2024,10.1038/s41398-024-02794-2,14,0.34322697
Daniel-2024-10.1111_jan.16526.txt,2024,10.1111/jan.16526,3,0.3360899
Dash-2023-10.1007_s10519-023-10136-z.txt,2023,10.1007/s10519-023-10136-z,12,0.49266168
Dash-2023-10.1037_hea0001252.txt,2023,10.1037/hea0001252,14,0.23083718
Daskalakis-2021-10.1016_j.ynstr.2021.100411.txt,2021,10.1016/j.ynstr.2021.100411,10,0.51742053
Davis-2022-10.1007_s11682-022-00692-z.txt,2022,10.1007/s11682-022-00692-z,7,0.30870605
Day-2024-10.1016_j.dcn.2024.101355.txt,2024,10.1016/j.dcn.2024.101355,7,0.36803862
De Moraes-2024-10.1016_j.mhpa.2024.100611.txt,2024,10.1016/j.mhpa.2024.100611,3,0.2261761
De Moraes-2024-10.1161_jaha.124.037503.txt,2024,10.1161/jaha.124.037503,14,0.35790586
DeJoseph-2022-10.1016_j.dcn.2021.101043.txt,2022,10.1016/j.dcn.2021.101043,12,0.46353337
DeRosa-2024-10.1016_j.neuroimage.2024.120827.txt,2024,10.1016/j.neuroimage.2024.120827,6,0.32227027
DeVille-2020-10.1001_jamanetworkopen.2019.2095.txt,2020,10.1001/jamanetworkopen.2019.2095,4,0.6606287
Dehestani-2023-10.1016_j.dcn.2023.101227.txt,2023,10.1016/j.dcn.2023.101227,13,0.6644924
Dehestani-2024-10.1038_s41380-023-02316-4.txt,2024,10.1038/s41380-023-02316-4,13,0.5477663
Del Toro-2024-10.1037_amp0001284.txt,2024,10.1037/amp0001284,8,0.58795816
Del Toro-2024-10.1093_aje_kwae457.txt,2024,10.1093/aje/kwae457,8,0.37437162
Del Toro-2025-10.1037_amp0001481.txt,2025,10.1037/amp0001481,8,0.41267264
Delfel-2024-10.1016_j.dcn.2024.101344.txt,2024,10.1016/j.dcn.2024.101344,4,0.36216822
Demeter-2023-10.1016_j.celrep.2023.112521.txt,2023,10.1016/j.celrep.2023.112521,7,0.59277177
Demidenko-2021-10.1016_j.cortex.2021.02.032.txt,2021,10.1016/j.cortex.2021.02.032,12,0.37954605
Demidenko-2022-10.1016_j.ynirp.2022.100133.txt,2022,10.1016/j.ynirp.2022.100133,6,0.24041489
Demidenko-2024-10.1016_j.dcn.2023.101337.txt,2024,10.1016/j.dcn.2023.101337,6,0.41223148
Deng-2024-10.1007_s00787-024-02620-6.txt,2024,10.1007/s00787-024-02620-6,14,0.36899826
Dennis-2022-10.1038_s41398-022-01779-3.txt,2022,10.1038/s41398-022-01779-3,12,0.25638852
Desai-2024-10.1016_j.bbr.2024.114925.txt,2024,10.1016/j.bbr.2024.114925,10,0.22442037
Devakonda-2024-10.1162_jocn_a_02113.txt,2024,10.1162/jocn/a/02113,11,0.37887317
Dhamala-2022-10.1016_j.neuroimage.2022.119485.txt,2022,10.1016/j.neuroimage.2022.119485,7,0.41195488
Dhamala-2023-10.1016_j.biopsych.2023.03.025.txt,2023,10.1016/j.biopsych.2023.03.025,0,0.48796952
Dhamala-2024-10.1126_sciadv.adn4202.txt,2024,10.1126/sciadv.adn4202,6,0.473139
Di Biase-2023-10.1073_pnas.2216798120.txt,2023,10.1073/pnas.2216798120,6,0.5403848
Di Vincenzo-2025-10.1038_s41537-025-00569-2.txt,2025,10.1038/s41537-025-00569-2,10,0.33687112
Dick-2019-10.1038_s41562-019-0609-3.txt,2019,10.1038/s41562-019-0609-3,2,0.5834026
Dick-2021-10.1016_j.neuroimage.2021.118262.txt,2021,10.1016/j.neuroimage.2021.118262,6,0.43721637
